engagement_id,record_id,metric_name,metric_value,denominator_name,denominator_value,normalized_value,collection_timestamp,provenance_ids,comparability_note
EN-000230,LI-7445394661189484544,public_interactions,700,creator_median_public_interactions,451.5,1.550387596899225,2026-08-02T18:05:05.577Z,PV-00804,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000231,LI-7445420845767974912,public_interactions,10,creator_median_public_interactions,22,0.45454545454545453,2026-08-02T18:05:05.577Z,PV-00920,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000232,LI-7445488569927880704,public_interactions,26,creator_median_public_interactions,28,0.9285714285714286,2026-08-02T18:05:05.577Z,PV-00643,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000233,LI-7445658855327375360,public_interactions,1628,creator_median_public_interactions,,,2026-08-02T18:05:05.577Z,PV-00551,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000234,LI-7446894707063902208,public_interactions,563,creator_median_public_interactions,476,1.1827731092436975,2026-08-02T18:05:05.577Z,PV-00225|PV-00547,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000235,LI-7446898115103813632,public_interactions,27,creator_median_public_interactions,8,3.375,2026-08-02T18:05:05.577Z,PV-00889,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000236,LI-7446925077151010816,public_interactions,33,creator_median_public_interactions,28,1.1785714285714286,2026-08-02T18:05:05.577Z,PV-00644,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000237,LI-7446935501976064002,impressions,321,,,,2026-08-02T17:54:20.003Z,PV-00975,Raw observation; no valid denominator available.
EN-000238,LI-7446935501976064002,reactions,5,impressions,321,0.01557632398753894,2026-08-02T17:54:20.003Z,PV-00975,Within-post rate; compare only at similar maturity and audience conditions.
EN-000239,LI-7446935501976064002,comments,0,impressions,321,0,2026-08-02T17:54:20.003Z,PV-00975,Within-post rate; compare only at similar maturity and audience conditions.
EN-000240,LI-7446935501976064002,reposts,0,impressions,321,0,2026-08-02T17:54:20.003Z,PV-00975,Within-post rate; compare only at similar maturity and audience conditions.
EN-000241,LI-7446935501976064002,saves,0,impressions,321,0,2026-08-02T17:54:20.003Z,PV-00975,Within-post rate; compare only at similar maturity and audience conditions.
EN-000242,LI-7446935501976064002,sends,1,impressions,321,0.003115264797507788,2026-08-02T17:54:20.003Z,PV-00975,Within-post rate; compare only at similar maturity and audience conditions.
EN-000243,LI-7446935501976064002,profile_viewers_from_post,1,impressions,321,0.003115264797507788,2026-08-02T17:54:20.003Z,PV-00975,Within-post rate; compare only at similar maturity and audience conditions.
EN-000244,LI-7446935501976064002,followers_gained,1,impressions,321,0.003115264797507788,2026-08-02T17:54:20.003Z,PV-00975,Within-post rate; compare only at similar maturity and audience conditions.
EN-000245,LI-7446935501976064002,public_interactions,5,creator_median_public_interactions,,,2026-08-02T17:54:20.003Z,PV-00975,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000246,LI-7447196702131924992,public_interactions,17,creator_median_public_interactions,17,1,2026-08-02T18:05:05.577Z,PV-00738,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000247,LI-7447271675601178624,public_interactions,78,creator_median_public_interactions,94,0.8297872340425532,2026-08-02T18:05:05.577Z,PV-00664,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000248,LI-7447282183183962113,public_interactions,4871,creator_median_public_interactions,12,405.9166666666667,2026-08-02T18:05:05.577Z,PV-00223|PV-00545,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000249,LI-7447320076212412416,public_interactions,461,creator_median_public_interactions,19,24.263157894736842,2026-08-02T18:05:05.577Z,PV-00227|PV-00548,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000250,LI-7447620184611123200,public_interactions,2,creator_median_public_interactions,8,0.25,2026-08-02T18:05:05.577Z,PV-00890,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000251,LI-7447623181395484672,public_interactions,3065,creator_median_public_interactions,145,21.137931034482758,2026-08-02T18:05:05.577Z,PV-00224|PV-00546,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000252,LI-7447626630769831936,public_interactions,3,creator_median_public_interactions,22,0.13636363636363635,2026-08-02T18:05:05.577Z,PV-00921,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000253,LI-7447657652270346240,public_interactions,105,creator_median_public_interactions,105,1,2026-08-02T18:05:05.577Z,PV-00553,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000254,LI-7447660277678002177,impressions,3452,,,,2026-08-02T17:54:21.018Z,PV-00976,Raw observation; no valid denominator available.
EN-000255,LI-7447660277678002177,reactions,24,impressions,3452,0.006952491309385863,2026-08-02T17:54:21.018Z,PV-00976,Within-post rate; compare only at similar maturity and audience conditions.
EN-000256,LI-7447660277678002177,comments,4,impressions,3452,0.0011587485515643105,2026-08-02T17:54:21.018Z,PV-00976,Within-post rate; compare only at similar maturity and audience conditions.
EN-000257,LI-7447660277678002177,reposts,3,impressions,3452,0.0008690614136732329,2026-08-02T17:54:21.018Z,PV-00976,Within-post rate; compare only at similar maturity and audience conditions.
EN-000258,LI-7447660277678002177,saves,2,impressions,3452,0.0005793742757821553,2026-08-02T17:54:21.018Z,PV-00976,Within-post rate; compare only at similar maturity and audience conditions.
EN-000259,LI-7447660277678002177,sends,0,impressions,3452,0,2026-08-02T17:54:21.018Z,PV-00976,Within-post rate; compare only at similar maturity and audience conditions.
EN-000260,LI-7447660277678002177,profile_viewers_from_post,5,impressions,3452,0.0014484356894553883,2026-08-02T17:54:21.018Z,PV-00976,Within-post rate; compare only at similar maturity and audience conditions.
EN-000261,LI-7447660277678002177,followers_gained,10,impressions,3452,0.0028968713789107765,2026-08-02T17:54:21.018Z,PV-00976,Within-post rate; compare only at similar maturity and audience conditions.
EN-000262,LI-7447660277678002177,public_interactions,31,creator_median_public_interactions,,,2026-08-02T17:54:21.018Z,PV-00976,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000263,LI-7447673983933665281,public_interactions,20,creator_median_public_interactions,56,0.35714285714285715,2026-08-02T18:05:05.577Z,PV-00782,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000264,LI-7447961600159977472,public_interactions,5702,creator_median_public_interactions,1600.5,3.562636676038738,2026-08-02T18:05:05.577Z,PV-00220|PV-00544,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000265,LI-7447988253099663361,public_interactions,412,creator_median_public_interactions,451.5,0.9125138427464009,2026-08-02T18:05:05.577Z,PV-00805,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000266,LI-7448018156943585283,public_interactions,18,creator_median_public_interactions,56,0.32142857142857145,2026-08-02T18:05:05.577Z,PV-00783,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000267,LI-7448268104591216640,public_interactions,85,creator_median_public_interactions,105,0.8095238095238095,2026-08-02T18:05:05.577Z,PV-00554,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000268,LI-7448309075483873280,public_interactions,13,creator_median_public_interactions,22,0.5909090909090909,2026-08-02T18:05:05.577Z,PV-00922,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000269,LI-7448380529923690496,public_interactions,22,creator_median_public_interactions,56,0.39285714285714285,2026-08-02T18:05:05.577Z,PV-00784,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000270,LI-7448381026893983744,impressions,1309,,,,2026-08-02T17:54:21.726Z,PV-00977,Raw observation; no valid denominator available.
EN-000271,LI-7448381026893983744,reactions,15,impressions,1309,0.01145912910618793,2026-08-02T17:54:21.726Z,PV-00977,Within-post rate; compare only at similar maturity and audience conditions.
EN-000272,LI-7448381026893983744,comments,0,impressions,1309,0,2026-08-02T17:54:21.726Z,PV-00977,Within-post rate; compare only at similar maturity and audience conditions.
EN-000273,LI-7448381026893983744,reposts,1,impressions,1309,0.0007639419404125286,2026-08-02T17:54:21.726Z,PV-00977,Within-post rate; compare only at similar maturity and audience conditions.
EN-000274,LI-7448381026893983744,saves,5,impressions,1309,0.0038197097020626434,2026-08-02T17:54:21.726Z,PV-00977,Within-post rate; compare only at similar maturity and audience conditions.
EN-000275,LI-7448381026893983744,sends,0,impressions,1309,0,2026-08-02T17:54:21.726Z,PV-00977,Within-post rate; compare only at similar maturity and audience conditions.
EN-000276,LI-7448381026893983744,profile_viewers_from_post,6,impressions,1309,0.004583651642475172,2026-08-02T17:54:21.726Z,PV-00977,Within-post rate; compare only at similar maturity and audience conditions.
EN-000277,LI-7448381026893983744,followers_gained,10,impressions,1309,0.007639419404125287,2026-08-02T17:54:21.726Z,PV-00977,Within-post rate; compare only at similar maturity and audience conditions.
EN-000278,LI-7448381026893983744,public_interactions,16,creator_median_public_interactions,,,2026-08-02T17:54:21.726Z,PV-00977,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000279,LI-7449046219600982016,public_interactions,424,creator_median_public_interactions,57,7.43859649122807,2026-08-02T18:05:05.577Z,PV-00216|PV-00543,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000280,LI-7449440604633071616,public_interactions,28,creator_median_public_interactions,8,3.5,2026-08-02T18:05:05.577Z,PV-00891,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000281,LI-7449447351011655681,public_interactions,24,creator_median_public_interactions,28,0.8571428571428571,2026-08-02T18:05:05.577Z,PV-00645,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000282,LI-7449474230271836160,impressions,492,,,,2026-08-02T17:54:22.655Z,PV-00978,Raw observation; no valid denominator available.
EN-000283,LI-7449474230271836160,reactions,8,impressions,492,0.016260162601626018,2026-08-02T17:54:22.655Z,PV-00978,Within-post rate; compare only at similar maturity and audience conditions.
EN-000284,LI-7449474230271836160,comments,0,impressions,492,0,2026-08-02T17:54:22.655Z,PV-00978,Within-post rate; compare only at similar maturity and audience conditions.
EN-000285,LI-7449474230271836160,reposts,1,impressions,492,0.0020325203252032522,2026-08-02T17:54:22.655Z,PV-00978,Within-post rate; compare only at similar maturity and audience conditions.
EN-000286,LI-7449474230271836160,saves,1,impressions,492,0.0020325203252032522,2026-08-02T17:54:22.655Z,PV-00978,Within-post rate; compare only at similar maturity and audience conditions.
EN-000287,LI-7449474230271836160,sends,1,impressions,492,0.0020325203252032522,2026-08-02T17:54:22.655Z,PV-00978,Within-post rate; compare only at similar maturity and audience conditions.
EN-000288,LI-7449474230271836160,profile_viewers_from_post,0,impressions,492,0,2026-08-02T17:54:22.655Z,PV-00978,Within-post rate; compare only at similar maturity and audience conditions.
EN-000289,LI-7449474230271836160,followers_gained,0,impressions,492,0,2026-08-02T17:54:22.655Z,PV-00978,Within-post rate; compare only at similar maturity and audience conditions.
EN-000290,LI-7449474230271836160,public_interactions,9,creator_median_public_interactions,,,2026-08-02T17:54:22.655Z,PV-00978,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000291,LI-7449634604761915394,public_interactions,129,creator_median_public_interactions,183.5,0.7029972752043597,2026-08-02T18:05:05.577Z,PV-00841,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000292,LI-7449743759891894273,public_interactions,24,creator_median_public_interactions,17,1.411764705882353,2026-08-02T18:05:05.577Z,PV-00739,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000293,LI-7449803669014945793,public_interactions,720,creator_median_public_interactions,59,12.203389830508474,2026-08-02T18:05:05.577Z,PV-00203|PV-00538,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000294,LI-7449829567516557312,impressions,358,,,,2026-08-02T17:54:23.515Z,PV-00979,Raw observation; no valid denominator available.
EN-000295,LI-7449829567516557312,reactions,6,impressions,358,0.01675977653631285,2026-08-02T17:54:23.515Z,PV-00979,Within-post rate; compare only at similar maturity and audience conditions.
EN-000296,LI-7449829567516557312,comments,0,impressions,358,0,2026-08-02T17:54:23.515Z,PV-00979,Within-post rate; compare only at similar maturity and audience conditions.
EN-000297,LI-7449829567516557312,reposts,1,impressions,358,0.002793296089385475,2026-08-02T17:54:23.515Z,PV-00979,Within-post rate; compare only at similar maturity and audience conditions.
EN-000298,LI-7449829567516557312,saves,1,impressions,358,0.002793296089385475,2026-08-02T17:54:23.515Z,PV-00979,Within-post rate; compare only at similar maturity and audience conditions.
EN-000299,LI-7449829567516557312,sends,0,impressions,358,0,2026-08-02T17:54:23.515Z,PV-00979,Within-post rate; compare only at similar maturity and audience conditions.
EN-000300,LI-7449829567516557312,profile_viewers_from_post,1,impressions,358,0.002793296089385475,2026-08-02T17:54:23.515Z,PV-00979,Within-post rate; compare only at similar maturity and audience conditions.
EN-000301,LI-7449829567516557312,followers_gained,1,impressions,358,0.002793296089385475,2026-08-02T17:54:23.515Z,PV-00979,Within-post rate; compare only at similar maturity and audience conditions.
EN-000302,LI-7449829567516557312,public_interactions,7,creator_median_public_interactions,,,2026-08-02T17:54:23.515Z,PV-00979,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000303,LI-7450100416916111360,public_interactions,27,creator_median_public_interactions,22,1.2272727272727273,2026-08-02T18:05:05.577Z,PV-00923,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000304,LI-7450100625469710336,public_interactions,130,creator_median_public_interactions,94,1.3829787234042554,2026-08-02T18:05:05.577Z,PV-00665,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000305,LI-7450172393018273792,public_interactions,46,creator_median_public_interactions,8,5.75,2026-08-02T18:05:05.577Z,PV-00892,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000306,LI-7450197244596862976,impressions,359,,,,2026-08-02T17:54:24.218Z,PV-00980,Raw observation; no valid denominator available.
EN-000307,LI-7450197244596862976,reactions,4,impressions,359,0.011142061281337047,2026-08-02T17:54:24.218Z,PV-00980,Within-post rate; compare only at similar maturity and audience conditions.
EN-000308,LI-7450197244596862976,comments,0,impressions,359,0,2026-08-02T17:54:24.218Z,PV-00980,Within-post rate; compare only at similar maturity and audience conditions.
EN-000309,LI-7450197244596862976,reposts,0,impressions,359,0,2026-08-02T17:54:24.218Z,PV-00980,Within-post rate; compare only at similar maturity and audience conditions.
EN-000310,LI-7450197244596862976,saves,1,impressions,359,0.002785515320334262,2026-08-02T17:54:24.218Z,PV-00980,Within-post rate; compare only at similar maturity and audience conditions.
EN-000311,LI-7450197244596862976,sends,0,impressions,359,0,2026-08-02T17:54:24.218Z,PV-00980,Within-post rate; compare only at similar maturity and audience conditions.
EN-000312,LI-7450197244596862976,profile_viewers_from_post,2,impressions,359,0.005571030640668524,2026-08-02T17:54:24.218Z,PV-00980,Within-post rate; compare only at similar maturity and audience conditions.
EN-000313,LI-7450197244596862976,followers_gained,0,impressions,359,0,2026-08-02T17:54:24.218Z,PV-00980,Within-post rate; compare only at similar maturity and audience conditions.
EN-000314,LI-7450197244596862976,public_interactions,4,creator_median_public_interactions,,,2026-08-02T17:54:24.218Z,PV-00980,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000315,LI-7450452978395840512,public_interactions,777,creator_median_public_interactions,79,9.835443037974683,2026-08-02T18:05:05.577Z,PV-00210|PV-00541,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000316,LI-7450475139051388928,public_interactions,675,creator_median_public_interactions,451.5,1.495016611295681,2026-08-02T18:05:05.577Z,PV-00806,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000317,LI-7450517116891619328,public_interactions,1,creator_median_public_interactions,1,1,2026-08-02T18:05:05.577Z,PV-00747,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000318,LI-7450554797893500929,public_interactions,131,creator_median_public_interactions,105,1.2476190476190476,2026-08-02T18:05:05.577Z,PV-00555,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000319,LI-7450581283635720193,public_interactions,392,creator_median_public_interactions,13,30.153846153846153,2026-08-02T18:05:05.577Z,PV-00533,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000320,LI-7450845523378540544,public_interactions,222,creator_median_public_interactions,,,2026-08-02T18:05:05.577Z,PV-00198|PV-00535,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000321,LI-7450877132563558400,public_interactions,365,creator_median_public_interactions,17,21.470588235294116,2026-08-02T18:05:05.577Z,PV-00208|PV-00540,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000322,LI-7450922775105495041,impressions,6328,,,,2026-08-02T17:54:25.161Z,PV-00981,Raw observation; no valid denominator available.
EN-000323,LI-7450922775105495041,reactions,42,impressions,6328,0.00663716814159292,2026-08-02T17:54:25.161Z,PV-00981,Within-post rate; compare only at similar maturity and audience conditions.
EN-000324,LI-7450922775105495041,comments,5,impressions,6328,0.0007901390644753476,2026-08-02T17:54:25.161Z,PV-00981,Within-post rate; compare only at similar maturity and audience conditions.
EN-000325,LI-7450922775105495041,reposts,6,impressions,6328,0.0009481668773704172,2026-08-02T17:54:25.161Z,PV-00981,Within-post rate; compare only at similar maturity and audience conditions.
EN-000326,LI-7450922775105495041,saves,18,impressions,6328,0.0028445006321112516,2026-08-02T17:54:25.161Z,PV-00981,Within-post rate; compare only at similar maturity and audience conditions.
EN-000327,LI-7450922775105495041,sends,2,impressions,6328,0.0003160556257901391,2026-08-02T17:54:25.161Z,PV-00981,Within-post rate; compare only at similar maturity and audience conditions.
EN-000328,LI-7450922775105495041,profile_viewers_from_post,16,impressions,6328,0.0025284450063211127,2026-08-02T17:54:25.161Z,PV-00981,Within-post rate; compare only at similar maturity and audience conditions.
EN-000329,LI-7450922775105495041,followers_gained,35,impressions,6328,0.0055309734513274336,2026-08-02T17:54:25.161Z,PV-00981,Within-post rate; compare only at similar maturity and audience conditions.
EN-000330,LI-7450922775105495041,public_interactions,53,creator_median_public_interactions,,,2026-08-02T17:54:25.161Z,PV-00981,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000331,LI-7451270751556419584,public_interactions,129,creator_median_public_interactions,153,0.8431372549019608,2026-08-02T18:05:05.577Z,PV-00201|PV-00537,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000332,LI-7451961814654881793,public_interactions,3276,creator_median_public_interactions,1474,2.2225237449118045,2026-08-02T18:05:05.577Z,PV-00197|PV-00534,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000333,LI-7451995833446780928,public_interactions,40,creator_median_public_interactions,28,1.4285714285714286,2026-08-02T18:05:05.577Z,PV-00646,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000334,LI-7451997873153679361,public_interactions,16,creator_median_public_interactions,8,2,2026-08-02T18:05:05.577Z,PV-00893,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000335,LI-7452009427345362944,impressions,1237,,,,2026-08-02T17:54:26.122Z,PV-00982,Raw observation; no valid denominator available.
EN-000336,LI-7452009427345362944,reactions,15,impressions,1237,0.012126111560226353,2026-08-02T17:54:26.122Z,PV-00982,Within-post rate; compare only at similar maturity and audience conditions.
EN-000337,LI-7452009427345362944,comments,0,impressions,1237,0,2026-08-02T17:54:26.122Z,PV-00982,Within-post rate; compare only at similar maturity and audience conditions.
EN-000338,LI-7452009427345362944,reposts,0,impressions,1237,0,2026-08-02T17:54:26.122Z,PV-00982,Within-post rate; compare only at similar maturity and audience conditions.
EN-000339,LI-7452009427345362944,saves,4,impressions,1237,0.0032336297493936943,2026-08-02T17:54:26.122Z,PV-00982,Within-post rate; compare only at similar maturity and audience conditions.
EN-000340,LI-7452009427345362944,sends,0,impressions,1237,0,2026-08-02T17:54:26.122Z,PV-00982,Within-post rate; compare only at similar maturity and audience conditions.
EN-000341,LI-7452009427345362944,profile_viewers_from_post,2,impressions,1237,0.0016168148746968471,2026-08-02T17:54:26.122Z,PV-00982,Within-post rate; compare only at similar maturity and audience conditions.
EN-000342,LI-7452009427345362944,followers_gained,2,impressions,1237,0.0016168148746968471,2026-08-02T17:54:26.122Z,PV-00982,Within-post rate; compare only at similar maturity and audience conditions.
EN-000343,LI-7452009427345362944,public_interactions,15,creator_median_public_interactions,,,2026-08-02T17:54:26.122Z,PV-00982,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000344,LI-7452340465237934081,public_interactions,95,creator_median_public_interactions,94,1.0106382978723405,2026-08-02T18:05:05.577Z,PV-00666,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000345,LI-7452616294018801664,public_interactions,209,creator_median_public_interactions,94,2.223404255319149,2026-08-02T18:05:05.577Z,PV-00667,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000346,LI-7452713428562935808,public_interactions,4,creator_median_public_interactions,8,0.5,2026-08-02T18:05:05.577Z,PV-00894,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000347,LI-7452733456163311616,impressions,8962,,,,2026-08-02T17:54:27.233Z,PV-00983,Raw observation; no valid denominator available.
EN-000348,LI-7452733456163311616,reactions,70,impressions,8962,0.007810756527560812,2026-08-02T17:54:27.233Z,PV-00983,Within-post rate; compare only at similar maturity and audience conditions.
EN-000349,LI-7452733456163311616,comments,3,impressions,8962,0.0003347467083240348,2026-08-02T17:54:27.233Z,PV-00983,Within-post rate; compare only at similar maturity and audience conditions.
EN-000350,LI-7452733456163311616,reposts,6,impressions,8962,0.0006694934166480696,2026-08-02T17:54:27.233Z,PV-00983,Within-post rate; compare only at similar maturity and audience conditions.
EN-000351,LI-7452733456163311616,saves,55,impressions,8962,0.006137022985940638,2026-08-02T17:54:27.233Z,PV-00983,Within-post rate; compare only at similar maturity and audience conditions.
EN-000352,LI-7452733456163311616,sends,4,impressions,8962,0.0004463289444320464,2026-08-02T17:54:27.233Z,PV-00983,Within-post rate; compare only at similar maturity and audience conditions.
EN-000353,LI-7452733456163311616,profile_viewers_from_post,15,impressions,8962,0.001673733541620174,2026-08-02T17:54:27.233Z,PV-00983,Within-post rate; compare only at similar maturity and audience conditions.
EN-000354,LI-7452733456163311616,followers_gained,41,impressions,8962,0.004574871680428476,2026-08-02T17:54:27.233Z,PV-00983,Within-post rate; compare only at similar maturity and audience conditions.
EN-000355,LI-7452733456163311616,public_interactions,79,creator_median_public_interactions,,,2026-08-02T17:54:27.233Z,PV-00983,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000356,LI-7453019851943587840,public_interactions,1545,creator_median_public_interactions,1009,1.531219028741328,2026-08-02T18:05:05.577Z,PV-00186|PV-00530,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000357,LI-7453047525629980672,public_interactions,600,creator_median_public_interactions,284.5,2.10896309314587,2026-08-02T18:05:05.577Z,PV-00188|PV-00531,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000358,LI-7453080355777024000,public_interactions,45,creator_median_public_interactions,94,0.4787234042553192,2026-08-02T18:05:05.577Z,PV-00668,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000359,LI-7453302301030526976,public_interactions,255,creator_median_public_interactions,183.5,1.3896457765667576,2026-08-02T18:05:05.577Z,PV-00842,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000360,LI-7453359249499451392,public_interactions,6,creator_median_public_interactions,17,0.35294117647058826,2026-08-02T18:05:05.577Z,PV-00740,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000361,LI-7453456470278504448,impressions,459,,,,2026-08-02T17:54:28.228Z,PV-00984,Raw observation; no valid denominator available.
EN-000362,LI-7453456470278504448,reactions,3,impressions,459,0.006535947712418301,2026-08-02T17:54:28.228Z,PV-00984,Within-post rate; compare only at similar maturity and audience conditions.
EN-000363,LI-7453456470278504448,comments,0,impressions,459,0,2026-08-02T17:54:28.228Z,PV-00984,Within-post rate; compare only at similar maturity and audience conditions.
EN-000364,LI-7453456470278504448,reposts,1,impressions,459,0.002178649237472767,2026-08-02T17:54:28.228Z,PV-00984,Within-post rate; compare only at similar maturity and audience conditions.
EN-000365,LI-7453456470278504448,saves,2,impressions,459,0.004357298474945534,2026-08-02T17:54:28.228Z,PV-00984,Within-post rate; compare only at similar maturity and audience conditions.
EN-000366,LI-7453456470278504448,sends,0,impressions,459,0,2026-08-02T17:54:28.228Z,PV-00984,Within-post rate; compare only at similar maturity and audience conditions.
EN-000367,LI-7453456470278504448,profile_viewers_from_post,0,impressions,459,0,2026-08-02T17:54:28.228Z,PV-00984,Within-post rate; compare only at similar maturity and audience conditions.
EN-000368,LI-7453456470278504448,followers_gained,1,impressions,459,0.002178649237472767,2026-08-02T17:54:28.228Z,PV-00984,Within-post rate; compare only at similar maturity and audience conditions.
EN-000369,LI-7453456470278504448,public_interactions,4,creator_median_public_interactions,,,2026-08-02T17:54:28.228Z,PV-00984,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000370,LI-7453523232638283776,public_interactions,149,creator_median_public_interactions,56,2.6607142857142856,2026-08-02T18:05:05.577Z,PV-00785,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000371,LI-7453710646333972480,public_interactions,2653,creator_median_public_interactions,235,11.28936170212766,2026-08-02T18:05:05.577Z,PV-00182|PV-00529,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000372,LI-7453885917951311874,public_interactions,913,creator_median_public_interactions,105,8.695238095238095,2026-08-02T18:05:05.577Z,PV-00556,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000373,LI-7454514555558305792,public_interactions,11,creator_median_public_interactions,8,1.375,2026-08-02T18:05:05.577Z,PV-00895,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000374,LI-7454529335178338304,public_interactions,36,creator_median_public_interactions,28,1.2857142857142858,2026-08-02T18:05:05.577Z,PV-00647,"Creator-relative public-interaction ratio from Stage 0; not reach, saves, or impression rate."
EN-000375,LI-7454544388887609344,impressions,12546,,,,2026-08-02T17:54:36.218Z,PV-00985,Raw observation; no valid denominator available.
EN-000376,LI-7454544388887609344,reactions,36,impressions,12546,0.0028694404591104736,2026-08-02T17:54:36.218Z,PV-00985,Within-post rate; compare only at similar maturity and audience conditions.
EN-000377,LI-7454544388887609344,comments,0,impressions,12546,0,2026-08-02T17:54:36.218Z,PV-00985,Within-post rate; compare only at similar maturity and audience conditions.
EN-000378,LI-7454544388887609344,reposts,6,impressions,12546,0.00047824007651841227,2026-08-02T17:54:36.218Z,PV-00985,Within-post rate; compare only at similar maturity and audience conditions.
EN-000379,LI-7454544388887609344,saves,11,impressions,12546,0.0008767734736170891,2026-08-02T17:54:36.218Z,PV-00985,Within-post rate; compare only at similar maturity and audience conditions.
EN-000380,LI-7454544388887609344,sends,0,impressions,12546,0,2026-08-02T17:54:36.218Z,PV-00985,Within-post rate; compare only at similar maturity and audience conditions.
